# File: FAO_GDP_Deflators.csv
# Title: FAO GDP deflators by country (2015 = 100)
# Units: Unitless
# Description:  FAOSTAT (domain:PD) & Taiwan Statistics (access:4-12-2021)
# Data source: FAOSTAT (main domain:PD FAO.udpate:2023-11-07T00:00:00)
# Date of CSV last update: 2024-06-12
# Column types: cicicinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area,area_code,item,item_code,element,element_code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Puerto Rico,177,GDP Deflator,22024,"Value US$, 2015 prices",6179,15.7524317872,16.6102374779,17.335523816,18.0990654057,19.8538155647,21.7290807574,22.5812035677,23.4225110876,24.7521817854,26.6409873289,29.7109552221,32.4908263105,35.204526282,36.1158348435,37.325970002,38.7252087552,38.7626175472,40.1591312939,41.3322680891,42.530972426700004,44.3704099303,45.7594752631,46.9377848366,47.8231322238,49.3434234233,50.712004971,52.694273425,53.3954388229,56.790503708,57.6303843848,59.5300797802,62.8058470784,64.4074585493,67.256220858,69.0976598113,73.6512801024,77.6968446061,80.635575783,85.9269165281,90.2082729069,92.4581561708,94.6492539176,95.7653845627,96.8973459605,98.0606517561,100,102.2208666602,104.3595073838,106.4939094793,109.0638799842,111.7435706295,115.3066075263,118.9677503669
Qatar,179,GDP Deflator,22024,"Value US$, 2015 prices",6179,5.9481713913,7.1588433515,9.3036549927,12.254162363,14.8921802766,17.949774359,21.5093257848,25.3984278141,26.1379161624,35.5870329854,50.0256081723,54.8582651359,51.6992819069,44.8673255548,45.4186055375,41.5595532657,32.3994963024,34.9062771383,36.5413054328,36.9629931734,40.549420238,38.5630087228,38.4759470562,36.4960694238,37.0809918582,39.9611475474,42.6215846499,40.8830602162,33.3678640381,38.6665053648,51.2929037905,48.7529278553,50.2197318604,58.8457301284,66.5589604625,86.8884112543,94.1526860037,104.4809041309,128.407277124,97.3095941157,106.6521184612,126.5326722263,134.5421426187,135.5747381994,133.5645023055,100,91.0233009367,98.1118038887,110.2917991449,105.3772911924,89.4648773117,109.5773360071,138.0516366887
Republic of Korea,117,GDP Deflator,22024,"Value US$, 2015 prices",6179,14.1273990809,14.0547220164,14.3779103572,15.9861133268,20.5596443555,21.2503786056,25.7633069103,29.487108715,35.9258337225,42.5845865855,42.295632756,43.9818978748,43.6165466376,43.0866910741,43.3043047851,41.7153958627,43.2194664074,48.55095363,58.4867863131,67.57848457,70.5789516018,74.3427401953,75.2705315707,77.7842652485,84.0494992646,93.7058868073,93.5340192256,82.2630791574,58.3391710314,67.9273422023,72.1320332787,65.3883171432,69.5206045623,75.508583669,81.0180049522,91.5499266461,97.9780808988,103.1056402761,89.3969331938,79.9376737287,90.712436118,95.8351911569,95.4689398348,99.2264314066,104.1098415174,100,99.413088998,104.320554635,107.6691117072,100.8164664338,101.1118880433,106.9272498713,95.8685153707
Republic of Moldova,146,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,44.8176042952,45.8799337158,46.8596646971,47.8422653492,48.718241855,54.5829876979,51.4360160117,36.7202575908,39.5417978044,42.8207935206,44.5805487132,49.8220086199,60.8697650759,65.1311147041,70.8920611433,88.8784112332,113.3860346754,108.3524937707,108.0978749689,123.2351138084,128.3091963581,128.3083337402,122.3723183021,100,99.8114006996,114.2178371907,129.7526708026,130.7562010723,139.8589444042,141.5829454276,158.5487033449
Romania,183,GDP Deflator,22024,"Value US$, 2015 prices",6179,28.7403101972,30.1972046572,31.5025547578,33.2288571818,30.9869838151,30.2579465093,30.6067194065,30.514777251,33.5321185126,34.0295664613,33.6360642349,40.7623956633,45.7358730037,39.7969597306,32.1854128675,40.0594136453,42.6163075544,47.2619308259,49.1117474163,46.4428699238,35.0983491211,30.4081829504,22.6171817081,29.994311891,32.9232336905,36.1047147587,34.2755571984,34.7078676487,41.5223651381,35.9387237244,36.3442546382,37.4544924635,40.4076631957,49.5465551153,58.1924526916,73.009349459,83.76219882,111.7605194817,125.5102432041,107.9132692619,109.6671339032,118.8644887096,108.4575943218,114.6002102688,115.8203556842,100,101.2683124991,106.1542803228,115.9204179511,115.1526534966,119.7132663421,128.7327480213,129.6709763599
Russian Federation,185,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,52.1124187827,53.3476600796,54.4868586602,55.6293939984,56.6479503278,57.7076156816,40.7935792495,27.7336864722,33.4106148504,37.5330378793,40.3758611976,46.9974372543,60.2144855515,73.1839182669,87.6755092981,106.0588838937,128.7712823547,102.8388649575,122.7357072641,156.8425619316,162.7413731995,166.0301914665,148.0488053167,100,93.4605728348,113.1649674534,115.8877141499,115.8436622264,104.6914956614,119.3663322161,148.6658056152
Rwanda,184,GDP Deflator,22024,"Value US$, 2015 prices",6179,21.4706082521,25.5006095194,28.6192678879,34.3346361694,44.6799916102,54.9837471269,51.311005778,57.1181561841,63.0903876621,70.6512841375,73.3469307425,78.0086895039,76.6322017753,76.0315286687,85.1790249542,88.175573372,94.8798502382,105.9519800069,114.2529153742,112.8432472563,112.2664331658,86.7361022966,85.9159594847,91.0592500219,109.5194382534,88.3831746302,83.2645801778,97.9643851815,96.4375525617,85.5146641352,75.6916321912,66.324318421,58.6228002193,62.3650858831,64.479307073,72.7680501362,75.3999498922,85.848730232,98.2860048327,101.3552298124,101.9067063924,106.1218796554,108.603560583,105.9482419489,105.2119724626,100,96.1915541405,98.4964928454,94.5342973537,92.7518625017,94.3828671136,92.5256028372,103.016030321
Saint Kitts and Nevis,188,GDP Deflator,22024,"Value US$, 2015 prices",6179,18.1863311864,20.5468785609,22.9604918574,23.2647729011,28.7154014605,29.6309595462,23.5938885542,22.9910096723,24.58086336,27.192709337,29.1753820077,33.9474018228,35.9050903296,35.8353816874,37.3614373366,38.7482601197,41.1493999751,43.662071278,46.7231864413,49.3812388954,53.1357074966,54.9631607259,57.8747322548,59.0269315349,62.729170108,63.2206571985,63.6289462654,66.7564074253,68.6257080531,70.5335172824,66.8359279148,69.7176612653,71.5268184061,71.8921692761,75.418751425599993,74.4872239047,84.2825077399,89.1072502152,90.8275670412,93.6156853605,94.2041060143,99.5357320116,98.7799359301,99.0501760837,100.3071052891,100,101.3523732983,106.4561772756,106.0865709396,104.8878128699,97.9814768996,96.2053142768,98.5883832136
Saint Lucia,189,GDP Deflator,22024,"Value US$, 2015 prices",6179,11.6594772509,12.6962480324,14.1803626783,15.7236615824,20.2011856021,22.4391697643,19.6478701303,19.6560022083,21.4033327547,25.2777601577,31.4303853403,35.09597079,36.8651541915,37.8528660572,39.063359464,40.376581775,41.9129281886,44.6787262755,44.5633265743,46.9873595187,49.7495251655,53.2198284749,55.1029687861,54.9830007204,56.3050406277,59.3335663861,58.9920134835,60.3216161749,62.2531559728,64.0863646176,65.0073303153,63.5100196655,63.5659070682,66.225131151,67.8215754022,71.9646937591,76.7631975663,79.3418084668,81.3816836169,80.574563414,85.0806981197,86.5317253239,88.1836482341,93.3521938853,97.1202730642,100,99.6524155436,103.0551668786,103.552734431,106.3116480092,101.8791336678,104.3283120084,110.3855017004
Saint Vincent and the Grenadines,191,GDP Deflator,22024,"Value US$, 2015 prices",6179,11.1810712354,11.8015927762,12.9027072905,15.8710050066,18.998171216,20.7585483669,18.2631075382,20.3498594225,23.4489122937,26.3417408994,28.8171734216,33.8247232386,37.5264749252,41.1740307152,42.0404101068,43.4923435816,46.4454008048,51.6546462738,52.2797904412,55.8613790322,59.7812907384,63.3084196482,65.4333639355,65.4093745884,68.0138642109,68.7966458049,71.4079746651,72.7405776618,74.7353599046,74.5488736449,74.3680893843,78.9192424456,79.0822154308,77.3634027062,80.2623129046,82.5927523123,85.6504112272,91.9257304694,94.001462984,92.9260547214,98.1121663068,97.7990009315,98.8681705127,101.084546775,100.7392693689,100,99.402901907,101.7709042048,103.0333851297,105.6150970529,106.8819825672,107.3672295295,111.2530635936
Samoa,244,GDP Deflator,22024,"Value US$, 2015 prices",6179,12.6210467591,13.0684343059,14.9770547112,18.4733822251,23.3685569983,24.2775092927,20.1920425913,23.5317013046,24.382574025,24.4255284264,26.7049051121,27.6000544602,28.5966142312,26.2757608678,25.3248605018,21.3285657429,21.352983526,23.5168200712,28.3905788129,25.291100306,27.0955770856,27.6758819074,29.2341700863,28.2536963502,48.4390192768,45.1637235582,47.2827739933,50.7706411575,46.5338274656,46.0313062841,43.2624506558,41.4888465363,44.3650741713,51.1305745787,58.6062217103,62.9573791699,64.9378059446,87.3570102372,91.0595838563,84.2008935292,92.5274771929,101.4386979088,104.9501739088,105.332714821,105.1488518026,100,100.9044850439,102.7437029807,101.2145786878,100.4838364237,101.5227662305,107.4161724202,108.6268033233
Sao Tome and Principe,193,GDP Deflator,22024,"Value US$, 2015 prices",6179,41.8324079046,39.7806627401,43.2088796919,57.5002623106,56.1625151077,55.401687524,47.1961478922,36.1601606477,39.3104384338,40.3633716602,50.6752198198,57.7739387249,53.8987358878,52.4420286055,58.1133976824,56.2409135416,83.6878057958,86.2318345243,72.1821287097,69.665709917,86.1921708504,76.7291544182,67.2529974154,88.1759940624,90.1177011815,69.7552743606,89.5964591059,60.3195127397,46.2778644604,48.2826088625,47.3807359007,45.8227505432,50.4103246123,56.0189897652,59.0009626189,65.9860883268,64.4257869183,67.6801669521,80.6598179127,78.6652524871,77.5272479127,87.7101571653,92.0927566597,105.3837232521,113.9160607078,100,104.8370558556,109.970892666,117.1958839327,118.8782672777,127.5874918086,145.8862319406,149.1221989163
Saudi Arabia,194,GDP Deflator,22024,"Value US$, 2015 prices",6179,4.3182196181,4.7876429434,5.2386025676,6.5252131516,17.0567702406,19.2899973609,22.4042740375,24.248749753,27.6800208122,34.4663487082,47.9863254303,52.7223011517,55.3035498417,55.5346267582,53.9439371873,51.9344030353,37.1175965953,39.1576270052,35.653548593,38.7118295353,41.4609529594,40.5229088343,40.4027201068,39.7303183231,40.1654118688,42.5022626119,45.8356809328,47.4214040732,40.8138528089,46.7271389095,51.8427868017,50.9891479805,54.0264685787,55.2780645313,61.3897863353,73.8170406607,82.405232162,89.2968316853,105.0231971604,88.5206605487,103.7385331613,119.848457006,124.6610163615,123.1446897002,120.3493030436,100,96.9535934555,104.28891984,120.6407623834,118.3307397956,108.0396642972,124.0155276973,145.4975021895
Senegal,195,GDP Deflator,22024,"Value US$, 2015 prices",6179,25.5731097578,26.4620118253,30.0775103845,36.6280472289,39.6405123881,49.6601833144,46.2152732415,48.6389456601,57.7786219696,65.7576545527,73.801776897,61.9625669397,55.9696889778,52.5726629182,51.6333003324,54.8764372669,76.620534751,90.0437755225,92.8022633168,87.4427090153,103.6563591415,100.4383289437,107.691681438,99.2338747175,64.6899139352,75.9115161576,74.9961303838,67.0776808277,68.1923312791,65.5639192771,57.4400086904,59.6920438807,63.9752206635,76.0124541376,83.5133798435,87.5913512249,90.9078051476,105.7171596517,122.4411175009,114.1576552399,110.5814909288,120.5452707986,115.0644731042,120.3147887741,118.4011427638,100,100.7936901286,103.484298337,107.2726414006,103.8160548912,107.2492759226,114.018839636,109.9293561849
Serbia,272,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2863707303,117.7319165361,134.7201348634,119.8451960944,110.1675931905,127.1741681982,112.5826996428,122.2645594917,120.8196322881,100,99.2990788103,105.5881187671,115.8248663464,112.9310348319,118.0375775133,129.9740708828,127.9579686295
Seychelles,196,GDP Deflator,22024,"Value US$, 2015 prices",6179,11.9405520334,12.2828325904,16.1191688265,17.7959641459,20.5372388605,22.0591704239,19.5568167286,23.5701297955,28.7688261743,37.2328506756,44.4746862598,49.3922104552,48.3422470041,48.8186973167,46.7794587918,47.3444504114,57.8242590519,66.119917982,71.4760237661,69.605742343,78.3285709439,77.4317775991,83.6570838737,85.2565167458,88.4106408643,93.6556600006,90.3491823818,88.4957460318,85.9825487388,86.2446860563,85.8073533588,87.7008014677,97.2412197889,104.8610838419,106.1308524122,106.6157707761,107.7672672072,99.256339419,94.9044501361,84.0834826802,90.8416532962,90.5164310717,90.8204680593,107.3818284765,103.9059788641,100,99.7613040675,101.7712551539,101.8511809065,100.619441093,79.2400244417,84.1651174095,95.4974290069
Sierra Leone,197,GDP Deflator,22024,"Value US$, 2015 prices",6179,22.4091009453,23.757873427,25.9532222473,28.6086335519,31.8309635733,34.0188069909,31.8467264522,35.9782295934,44.7174078128,49.0123740624,53.746410588,55.4091795512,61.2298796328,53.2825369113,62.571106012,49.1745656537,34.000391634,27.7246108515,42.4102789747,38.711016059,27.1112136439,35.378679981,34.1348549576,38.5765202958,44.2029673934,46.9136475564,67.4578790044,73.9106161558,58.9420348942,63.8680584291,58.4442329822,62.664231276,56.9722435576,57.6268606934,56.5080266419,61.6107793422,67.5168987518,71.5430140268,78.7868469229,74.783939025,74.5790494118,80.0677008809,89.8137636701,96.2896691737,93.8660242332,100,85.503843712,79.7586427063,84.2277956393,79.8559682542,81.1866678883,81.5620707771,73.6312537693
Singapore,200,GDP Deflator,22024,"Value US$, 2015 prices",6179,13.2398679963,13.930296142,15.9753175122,20.6994017108,24.2791252008,25.6730111067,25.0624820473,25.8948581738,28.900747907,31.8050589236,35.8945874937,38.516459943,39.7481562092,41.5322138512,41.4662836897,39.613178271,39.5252754621,41.0835843475,45.3283709883,48.7187398575,54.8829678836,60.1367625334,64.6612698236,67.4396925673,73.8094034154,82.0481484758,83.7171772937,80.3615710566,70.3518549012,66.9765541487,68.3932003961,64.6114896807,64.0779330496,64.6811766631,69.3851495449,71.8059991419,76.6045914458,85.5422037078,89.8560049471,89.9944762032,96.8916589988,106.2664332054,107.4849883609,106.8827835541,105.2720678905,100,99.9539783684,102.8007992836,108.9368001316,107.326734535,102.9606424414,110.0033306568,116.8991968131
Slovakia,199,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,,38.403448442,41.8343029104,49.5792966166,50.239514987,48.0060078816,48.0254221138,43.8602843984,43.1483899702,43.1823148681,47.8811806317,62.1618574932,74.9313047639,79.9052499282,85.8791702064,104.4298583906,124.173903061,120.8949830823,115.872594693,123.6608205167,115.7368301082,120.2084116163,119.8856946792,100,99.2262106208,102.5689536937,109.4060825083,106.2972903255,111.025862288,117.7069369773,112.6646242516
Slovenia,198,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,55.9472990254,55.0508971597,59.3306500494,80.8631014178,78.9081567055,72.5279958429,74.8923607825,72.9212174355,62.8435444484,62.6424333646,68.0932296146,83.4421516531,92.8513793312,94.1046009376,97.0393309106,110.2955505678,123.3160248194,120.9245642753,114.1001708122,121.0066055989,112.3788365685,117.9876210233,118.4358069524,100,100.6089773391,104.2533913435,111.2875982271,107.880292243,111.456150906,118.4213817593,113.0532891081
Solomon Islands,25,GDP Deflator,22024,"Value US$, 2015 prices",6179,17.9186366576,18.4086415331,19.6038850238,24.0702025848,28.853813768,28.0796934422,27.4919596561,27.8205062345,30.5698922489,33.2842055249,39.1824736583,41.3447541979,42.2300285111,34.3075667198,45.2647822019,40.4699389701,36.9517882967,36.3949881099,41.6457592647,37.0696852159,43.1275494547,44.5331015462,47.2875801062,50.4427081149,52.7911475869,54.7321797268,59.5601769024,61.386342677,52.2058452463,56.237525696,58.3253893863,62.7013329146,52.7676617627,56.9296931475,59.2386672614,65.1857216741,69.8844734724,75.9547294677,79.8375337483,80.5354394198,81.8446105859,90.2454154173,98.2181536727,101.1543416831,103.8266639345,100,99.9220524231,103.2866246534,110.4902973557,108.8379508388,106.8719015594,113.8282385628,119.8050203885
Somalia,201,GDP Deflator,22024,"Value US$, 2015 prices",6179,31.6045096451,31.488498884,35.3745319426,43.4866594542,51.0861375422,58.8957935453,69.0668486495,30.9705284535,33.1489430139,35.899163998,39.1419630878,42.845632328,45.4927501033,47.2746043158,48.9801327691,50.5291026088,51.5467089592,52.821361142,54.6845931674,56.8284196213,58.9556947543,36.7794843726,39.7052853894,67.8331750394,97.0549054873,96.7047044122,104.5187612779,126.3262206809,160.1741905407,153.469194675,160.5483931811,98.9454763404,89.475845596,107.5505053111,136.6172420096,154.7674916196,156.0002920491,157.9625680888,161.2164230519,75.3406694111,64.368155926,65.2269663972,85.026530373400007,106.385682546,108.372226077,100,95.5862214289,94.6536820463,90.5908629181,97.6858151669,103.9792967606,111.9421229128,117.2589734494
South Africa,202,GDP Deflator,22024,"Value US$, 2015 prices",6179,17.6768532892,18.7095973143,19.3255039908,25.3306099803,29.9841631137,30.4899095078,28.6307073939,31.828336871,35.5457816314,42.2626809446,57.0754489224,55.6818076265,51.2750116967,58.2532595146,49.0593941962,37.9309812221,43.3075435286,55.6502226875,57.4053312265,58.3500886727,68.3280446969,74.0914365862,82.1878401061,81.1197178272,81.9782550594,88.9522374171,81.0633337028,81.7889015171,73.6785525761,71.2622024345,68.4962606871,59.5215778376,54.7096479192,81.1082627239,100.7224774525,108.03851755,107.6149082977,111.961289745,102.9789618739,109.0945285772,134.0055877805,142.5986286716,132.0272279508,118.8274844932,111.3880056467,100,92.7689646362,107.9426773771,112.7714020858,108.1399213612,100.3332863171,118.6910437188,112.6663262807
South Sudan,277,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.8217357903,279.2873834915,256.3122160002,100,56.3241278673,63.6187503361,65.1481828223,66.316907141,67.1822707783,70.2006306609,
Spain,203,GDP Deflator,22024,"Value US$, 2015 prices",6179,10.6045130465,11.524018194,13.5168814762,16.6785270577,19.530215691,22.9188122323,22.9086569751,24.8945806884,29.7540537851,39.7380950762,42.1697082721,36.7963403556,35.1223442189,30.0987865906,29.771550472,30.5655611819,41.1494851001,49.4457422636,55.5247879138,58.4058320469,72.7969592177,76.3639577119,82.7083606214,69.5565997338,68.6427154804,77.3844167195,78.8151306611,69.7888840504,70.1514572058,68.8116207123,61.4879770401,62.1747446701,68.0616009872,84.8315329098,96.9518889758,101.0841425811,106.0271512761,119.6298594989,130.9210354718,124.3395249906,118.7245247813,124.5902603184,115.0233553607,119.3345992681,118.9773316076,100,100.0584113677,103.5144235593,109.5605235734,105.3600291897,108.8159516792,115.2712643696,107.0242496337
Sri Lanka,38,GDP Deflator,22024,"Value US$, 2015 prices",6179,30.0847650822,30.6329451551,33.1674865292,34.8622147806,41.7395230279,41.7659526957,38.2861115162,41.6083988374,26.2390638768,30.2090511945,34.2585795565,34.4911062564,34.9864699303,36.1087785525,39.2981056857,37.5232737726,38.1331729109,39.0976116963,40.8016114891,40.0584977857,43.4488898206,46.6819330796,48.1566962478,48.405308542,51.9271718397,54.2607843591,56.4744069965,57.4161992455,56.9458865702,54.241319371,53.0946039734,51.6719897089,52.9442755812,55.1750694961,57.2588480628,63.6626079778,68.5127919572,73.3862062724,87.172107461,86.9892372748,94.8907973667,100.7535784004,96.7538024991,101.6210277683,103.3823350269,100,97.8396765741,100.2224802918,97.640895732,91.0140967053,91.1270640363,92.6244334434,86.3768778615
Sudan,276,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.2370518327,84.8058700458,96.7697781614,100,103.1486691961,134.1495107776,51.6917081937,37.0638355307,37.5474783442,39.2344085535,59.7860810345
Sudan (former),206,GDP Deflator,22024,"Value US$, 2015 prices",6179,9.5806168185,10.1679876413,13.2743343131,16.9703411618,18.5513821471,19.9886637518,21.3666719293,23.6351156992,27.0335070108,31.4400652384,34.9112768915,39.1678326623,29.0471894429,27.5617338897,39.6749632508,35.3033220993,41.8943603563,54.4182129782,49.6071580382,51.5519313564,53.4816901349,44.9528138088,45.9772481229,47.0670650404,42.1204158489,42.9569058083,26.4453697166,30.4829437361,30.0401980008,28.2657982212,31.8665656975,34.5237557954,37.5898665797,41.214138485,48.8939128967,59.2069287248,71.4968237097,88.7694370978,,,,,,,,,,,,,,,
Suriname,207,GDP Deflator,22024,"Value US$, 2015 prices",6179,19.9889916764,20.5108824753,21.3616644372,22.5483984432,29.319753874,30.2509481694,30.1495552832,34.6580010744,37.689303574,42.6135398392,47.3373836561,49.4373657544,53.1200661988,53.3832764774,53.2097247073,47.1812117594,48.9853175407,58.1367117322,63.3863660717,28.7563139742,29.8327576276,30.8416303559,31.5444834536,32.2921948353,32.9817700194,33.6733649964,41.5818614723,42.1297499528,49.3613421119,41.3500728886,41.9348466117,35.5299910632,45.3392057548,49.629474325,53.2616497052,62.2455692693,70.4839751239,74.9797669863,86.618033877,92.2345620779,98.8582576397,94.5489259142,103.6758330313,104.0762562728,105.730755102,100,64.4314824479,68.5335079401,72.5865783737,80.9447184871,94.1677387404,75.0404399728,82.7153206147
Sweden,210,GDP Deflator,22024,"Value US$, 2015 prices",6179,19.4200019775,20.9927818414,24.1706329326,28.2116302802,30.3778900019,37.1928501239,39.6792516475,42.6267175553,46.3165092142,52.693991893,59.6682986646,54.21170801,47.2239985372,42.5483203881,42.4493918561,43.4245079161,55.7646657881,65.6102468527,72.3556672285,74.2168429123,88.4971176398,93.75697704,98.345722863,75.2136413456,77.8347732684,87.4018541348,93.909351579,83.7416903719,81.0776556676,78.7109907505,72.049663259,65.4973719061,70.5548745566,86.4031542229,95.3898165092,94.448309162,97.3435198763,109.2685516516,115.6732559768,101.9619753851,109.3015146081,122.6398731223,118.7218374293,124.6246999503,120.3891246045,100,100.0178922698,102.3103311921,103.0312615675,97.100557348,101.7039177998,112.4695813354,100.813845567
Switzerland,211,GDP Deflator,22024,"Value US$, 2015 prices",6179,7.4830878994,8.6402919831,10.2687025135,13.4008050325,15.2224651298,18.8225858432,19.9679684399,20.8200649434,28.9981573264,31.8034482042,32.411184771,29.2155169631,30.3422478344,30.0414127465,27.8471794062,27.2342022262,38.3278030603,47.2514023618,49.4956088457,45.8039219326,56.4236304416,57.6161550113,60.0024055319,58.4290410416,63.8727448904,74.4228846287,71.3994136391,60.5159560621,60.4591298471,58.3757107991,52.6272739628,53.1790521352,57.4314255869,67.2582421338,73.061589568,73.6447383888,74.7135398451,79.8991381595,89.849390927300007,89.805847622,94.014635441,110.3733488045,104.5260790604,105.7171883546,106.3265162275,100,97.0817992075,96.7869435909,98.1902095991,96.5114068028,101.6515373215,105.9318232646,104.7104701655
Syrian Arab Republic,212,GDP Deflator,22024,"Value US$, 2015 prices",6179,35.2763892456,37.6991582799,34.8082502109,40.7616470442,52.6705390612,57.216803928,62.0311959462,68.7578185522,75.8359769486,87.963008728,102.469776278,120.0498591909,122.9364053977,129.1384550356,138.3871180258,67.8050790778,69.1706065757,70.8810642643,73.3813381321,76.2581420873,79.1127358,81.7881398844,83.6520182467,85.6348551582,63.6239719043,64.958103437,66.1474654387,67.2881137714,68.0454742324,71.9177031355,78.8944294265,81.2004138633,78.056900148,74.3048894535,81.7980342758,89.0944368776,98.8876888642,113.8225084136,142.1825922068,138.2141785481,149.3067536932,158.8715641886,150.1194510754,117.4886130526,113.6296215216,100,70.5322216353,90.2627421561,116.391079078,135.0588284891,131.6776334697,115.2219572224,110.6790821731
Tajikistan,208,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,40.1515581438,41.1032864248,41.9810157462,42.8613159725,43.6460928988,37.9017710117,51.5486185297,40.9193766744,30.2598446972,34.6920331131,35.3650933487,40.5326508301,49.0675896344,51.2100479304,58.8009258939,71.7144495135,92.4991900072,85.7915370474,91.2462281961,103.0028155958,113.0452651546,118.2769068845,121.4237667376,100,79.0440472694,79.5781544669,76.2220328728,75.8370165882,71.1824580984,70.0927240576,76.1871416515
Thailand,216,GDP Deflator,22024,"Value US$, 2015 prices",6179,21.2842523353,21.1079117636,22.4841448425,27.1300966982,32.8683138062,34.0495164387,35.5280289189,37.6469536378,41.3731765943,44.7871417736,50.2219073568,51.0741345176,50.9053104611,52.762924632,52.0793933224,46.3171892438,48.6227343565,52.0596768099,56.0758197909,58.5594780381,62.2487739555,65.7124587911,68.6619897682,70.446807832,74.2360213907,79.2370588572,81.0928567646,68.4207232897,56.0698421409,59.7470757305,57.0736103395,52.5123916327,55.2295941216,58.4233531703,62.4073906726,65.5886596791,73.1913483882,82.3105154506,89.665999771,87.2923872105,98.3101670232,105.983672089,105.9522310852,109.0903396781,104.6870787459,100,99.5868292434,105.5350309231,112.4414510373,118.1808708964,115.8311648522,115.3573280072,110.1651965972
Timor-Leste,176,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,27.971761026,29.1080018942,33.5195096853,35.1138628976,36.1226589662,37.2287288805,39.2298517178,35.0626616427,40.8475926977,43.792741963,44.1140183186,49.3154789508,51.9721469009,55.5014088362,49.6815452463,50.5811356983,51.7810115887,56.1889312708,60.2954164382,61.4456541027,68.0160813973,75.8824306969,80.5607435781,94.0006129389,93.2801193853,100,100.1354013523,101.1169828498,99.8171440494,107.9695651953,90.8602370667,94.2899121381,99.8282585405
Togo,217,GDP Deflator,22024,"Value US$, 2015 prices",6179,20.1953585528,21.2355683931,23.8976319667,29.1089512915,37.3676134752,41.4774143427,39.7099666981,45.3091753672,50.9953276921,57.4556738838,66.9381215326,59.9240344799,53.7940370367,51.0140858448,45.5280276825,46.5739075418,63.9855138539,77.2544256942,85.0359920454,80.1496834679,91.1428596116,89.8490814293,97.4154810027,88.7391792169,60.3676355809,74.6710336826,75.8069053592,74.3675063575,72.0349066999,70.3230044258,60.2122305721,59.4377957874,65.6551132821,76.4571669362,82.5106483834,87.4943602869,87.8113587823,100.5642588651,117.3961441015,114.8050212076,109.3504401057,118.0119028468,110.9843814925,116.6186689999,117.08943731,100,99.840321474,100.993432237,106.0554331051,100.5537054463,103.6647523152,109.5544410982,100.9590817207
Tonga,219,GDP Deflator,22024,"Value US$, 2015 prices",6179,13.1358995694,14.5371107001,17.050809549,24.7231832157,32.2139779495,29.0412390424,26.6763434782,28.9176139753,34.5214146096,36.3739557414,42.4194530911,38.6289937991,35.063609204,33.3237890088,32.6962977242,26.2213354186,30.7218091675,35.8717990813,50.4078637924,52.4481179421,57.2366742937,64.789228729,63.7862589355,60.6932130037,59.5874451339,61.7161293685,65.5641584546,63.874424032,55.6128214216,55.9742549213,52.2391391308,45.0122336605,46.8318942278,53.3668251808,62.9113052441,68.9320945246,78.206691861,83.9607980786,89.0633671521,89.2624181618,102.6579991722,113.7093677235,119.1291222896,112.7496644031,108.3043333465,100,97.9433809229,103.8960693809,107.7416905752,113.3129325987,108.1018766624,107.6221805105,113.6786485378
Trinidad and Tobago,220,GDP Deflator,22024,"Value US$, 2015 prices",6179,12.5741643431,13.5774493465,15.5105525481,18.4273281561,27.7004272048,32.6570520646,31.4119174543,36.1420864174,37.2829467448,46.4840091935,57.0672439797,61.1827453163,68.6209683733,72.9695418966,77.355255584,76.7168137236,51.5588470262,54.0598314838,52.7373927534,51.1195773072,59.0406588139,60.220406578,62.7466087737,53.5708959227,55.9147878543,57.9394002055,58.4989300238,54.1147666378,52.701113634,54.9868409154,61.5999804733,63.9937136472,60.5243555105,66.3733713245,72.2255050075,81.8389132114,82.8619776818,93.4489396466,116.3922179244,83.7584785834,93.5270618428,107.8373574284,107.5535740663,109.055098222,108.9908378155,100,93.8512754299,99.7507105828,102.846409995,100.7365451401,96.3483221453,113.0677507142,125.8419918547
