# File: FAO_fodder_Prod_t_HA_ha_PRODSTAT_2011.csv
# Title: FAO fodder crops production and area before 2011
# Units: tonne and ha
# Description:  Data from GCAM 5.4 as FAO discontinued the data
# Data source: FAOSTAT (main domain:NA FAO.udpate:)
# Date of CSV last update: 2023-08-08
# Column types: icicincic
# ----------
area_code,item,item_code,element,year,value,area,element_code,unit
68,Green Oilseeds for Silage,642,Area harvested,2009,29200,France,5312,ha
68,Leguminous for Silage,643,Area harvested,2009,33000,France,5312,ha
68,Maize for forage and silage,636,Area harvested,2009,1408940,France,5312,ha
68,Pumpkins for Fodder,645,Area harvested,2009,1900000,France,5312,ha
68,Rye grass for forage & silage,638,Area harvested,2009,615000,France,5312,ha
68,Sorghum for forage and silage,637,Area harvested,2009,10000,France,5312,ha
68,Swedes for Fodder,649,Area harvested,2009,0,France,5312,ha
68,Turnips for Fodder,646,Area harvested,2009,1200,France,5312,ha
68,Vegetables Roots Fodder,655,Area harvested,2009,500,France,5312,ha
73,forage Products,651,Area harvested,2009,10200,Georgia,5312,ha
73,Grasses Nes for forage;Sil,639,Area harvested,2009,5700,Georgia,5312,ha
73,Maize for forage and silage,636,Area harvested,2009,100,Georgia,5312,ha
73,Vegetables Roots Fodder,655,Area harvested,2009,1100,Georgia,5312,ha
79,Alfalfa for forage and silage,641,Area harvested,2009,41300,Germany,5312,ha
79,Beets for Fodder,647,Area harvested,2009,3600,Germany,5312,ha
79,Carrots for Fodder,648,Area harvested,2009,,Germany,5312,ha
79,Clover for forage and silage,640,Area harvested,2009,213400,Germany,5312,ha
79,forage Products,651,Area harvested,2009,220000,Germany,5312,ha
79,Grasses Nes for forage;Sil,639,Area harvested,2009,2047200,Germany,5312,ha
79,Green Oilseeds for Silage,642,Area harvested,2009,2770000,Germany,5312,ha
79,Leguminous for Silage,643,Area harvested,2009,0,Germany,5312,ha
79,Maize for forage and silage,636,Area harvested,2009,1646700,Germany,5312,ha
79,Pumpkins for Fodder,645,Area harvested,2009,,Germany,5312,ha
79,Rye grass for forage & silage,638,Area harvested,2009,4399100,Germany,5312,ha
79,Turnips for Fodder,646,Area harvested,2009,,Germany,5312,ha
79,Vegetables Roots Fodder,655,Area harvested,2009,,Germany,5312,ha
84,Grasses Nes for forage;Sil,639,Area harvested,2009,157000,Greece,5312,ha
84,Leguminous for Silage,643,Area harvested,2009,150000,Greece,5312,ha
84,Maize for forage and silage,636,Area harvested,2009,9500,Greece,5312,ha
84,Sorghum for forage and silage,637,Area harvested,2009,1000,Greece,5312,ha
86,forage Products,651,Area harvested,2009,122,Grenada,5312,ha
95,Beets for Fodder,647,Area harvested,2009,135,Honduras,5312,ha
97,Alfalfa for forage and silage,641,Area harvested,2009,125685,Hungary,5312,ha
97,Clover for forage and silage,640,Area harvested,2009,17336,Hungary,5312,ha
97,Grasses Nes for forage;Sil,639,Area harvested,2009,500000,Hungary,5312,ha
97,Leguminous for Silage,643,Area harvested,2009,180000,Hungary,5312,ha
97,Maize for forage and silage,636,Area harvested,2009,87061,Hungary,5312,ha
97,Pumpkins for Fodder,645,Area harvested,2009,9500,Hungary,5312,ha
97,Sorghum for forage and silage,637,Area harvested,2009,2552,Hungary,5312,ha
97,Turnips for Fodder,646,Area harvested,2009,5000,Hungary,5312,ha
97,Vegetables Roots Fodder,655,Area harvested,2009,7000,Hungary,5312,ha
99,Pumpkins for Fodder,645,Area harvested,2009,150000,Iceland,5312,ha
100,forage Products,651,Area harvested,2009,11300000,India,5312,ha
102,Alfalfa for forage and silage,641,Area harvested,2009,633092,Iran (Islamic Republic of),5312,ha
102,Clover for forage and silage,640,Area harvested,2009,55000,Iran (Islamic Republic of),5312,ha
102,forage Products,651,Area harvested,2009,290000,Iran (Islamic Republic of),5312,ha
103,Alfalfa for forage and silage,641,Area harvested,2009,49962,Iraq,5312,ha
103,Clover for forage and silage,640,Area harvested,2009,17898,Iraq,5312,ha
103,forage Products,651,Area harvested,2009,18829,Iraq,5312,ha
103,Leguminous for Silage,643,Area harvested,2009,550,Iraq,5312,ha
104,Beets for Fodder,647,Area harvested,2009,4100,Ireland,5312,ha
104,Cabbage for Fodder,644,Area harvested,2009,900,Ireland,5312,ha
104,Pumpkins for Fodder,645,Area harvested,2009,210000,Ireland,5312,ha
104,Turnips for Fodder,646,Area harvested,2009,1300,Ireland,5312,ha
104,Vegetables Roots Fodder,655,Area harvested,2009,2000,Ireland,5312,ha
105,Grasses Nes for forage;Sil,639,Area harvested,2009,0,Israel,5312,ha
105,Pumpkins for Fodder,645,Area harvested,2009,61000,Israel,5312,ha
106,Alfalfa for forage and silage,641,Area harvested,2009,712000,Italy,5312,ha
106,Beets for Fodder,647,Area harvested,2009,0,Italy,5312,ha
106,Cabbage for Fodder,644,Area harvested,2009,,Italy,5312,ha
106,Carrots for Fodder,648,Area harvested,2009,,Italy,5312,ha
106,Clover for forage and silage,640,Area harvested,2009,,Italy,5312,ha
106,forage Products,651,Area harvested,2009,365000,Italy,5312,ha
106,Grasses Nes for forage;Sil,639,Area harvested,2009,395300,Italy,5312,ha
106,Green Oilseeds for Silage,642,Area harvested,2009,,Italy,5312,ha
106,Leguminous for Silage,643,Area harvested,2009,255000,Italy,5312,ha
106,Maize for forage and silage,636,Area harvested,2009,261000,Italy,5312,ha
106,Pumpkins for Fodder,645,Area harvested,2009,427000,Italy,5312,ha
106,Sorghum for forage and silage,637,Area harvested,2009,7600,Italy,5312,ha
106,Swedes for Fodder,649,Area harvested,2009,,Italy,5312,ha
106,Turnips for Fodder,646,Area harvested,2009,,Italy,5312,ha
110,Grasses Nes for forage;Sil,639,Area harvested,2009,764100,Japan,5312,ha
110,Leguminous for Silage,643,Area harvested,2009,5600,Japan,5312,ha
110,Maize for forage and silage,636,Area harvested,2009,92300,Japan,5312,ha
110,Pumpkins for Fodder,645,Area harvested,2009,535000,Japan,5312,ha
110,Sorghum for forage and silage,637,Area harvested,2009,18700,Japan,5312,ha
110,Turnips for Fodder,646,Area harvested,2009,500,Japan,5312,ha
110,Vegetables Roots Fodder,655,Area harvested,2009,5,Japan,5312,ha
112,Alfalfa for forage and silage,641,Area harvested,2009,50,Jordan,5312,ha
112,Clover for forage and silage,640,Area harvested,2009,5000,Jordan,5312,ha
112,forage Products,651,Area harvested,2009,2000,Jordan,5312,ha
112,Grasses Nes for forage;Sil,639,Area harvested,2009,0,Jordan,5312,ha
108,Maize for forage and silage,636,Area harvested,2009,70000,Kazakhstan,5312,ha
108,Pumpkins for Fodder,645,Area harvested,2009,2474500,Kazakhstan,5312,ha
108,Vegetables Roots Fodder,655,Area harvested,2009,300,Kazakhstan,5312,ha
118,forage Products,651,Area harvested,2009,1400,Kuwait,5312,ha
113,forage Products,651,Area harvested,2009,5000,Kyrgyzstan,5312,ha
113,Maize for forage and silage,636,Area harvested,2009,2870,Kyrgyzstan,5312,ha
113,Pumpkins for Fodder,645,Area harvested,2009,250000,Kyrgyzstan,5312,ha
113,Vegetables Roots Fodder,655,Area harvested,2009,8000,Kyrgyzstan,5312,ha
119,Maize for forage and silage,636,Area harvested,2009,9800,Latvia,5312,ha
119,Pumpkins for Fodder,645,Area harvested,2009,315000,Latvia,5312,ha
119,Vegetables Roots Fodder,655,Area harvested,2009,7000,Latvia,5312,ha
121,Alfalfa for forage and silage,641,Area harvested,2009,750,Lebanon,5312,ha
124,forage Products,651,Area harvested,2009,82000,Libya,5312,ha
126,Clover for forage and silage,640,Area harvested,2009,117300,Lithuania,5312,ha
126,Grasses Nes for forage;Sil,639,Area harvested,2009,29000,Lithuania,5312,ha
126,Maize for forage and silage,636,Area harvested,2009,18600,Lithuania,5312,ha
126,Pumpkins for Fodder,645,Area harvested,2009,800000,Lithuania,5312,ha
126,Vegetables Roots Fodder,655,Area harvested,2009,3400,Lithuania,5312,ha
256,Alfalfa for forage and silage,641,Area harvested,2009,200,Luxembourg,5312,ha
256,Beets for Fodder,647,Area harvested,2009,32,Luxembourg,5312,ha
256,Clover for forage and silage,640,Area harvested,2009,87,Luxembourg,5312,ha
256,forage Products,651,Area harvested,2009,13000,Luxembourg,5312,ha
256,Maize for forage and silage,636,Area harvested,2009,12702,Luxembourg,5312,ha
134,Leguminous for Silage,643,Area harvested,2009,2500,Malta,5312,ha
138,Alfalfa for forage and silage,641,Area harvested,2009,382559,Mexico,5312,ha
138,Beets for Fodder,647,Area harvested,2009,8,Mexico,5312,ha
138,Clover for forage and silage,640,Area harvested,2009,52,Mexico,5312,ha
138,forage Products,651,Area harvested,2009,23000,Mexico,5312,ha
138,Grasses Nes for forage;Sil,639,Area harvested,2009,351000,Mexico,5312,ha
138,Maize for forage and silage,636,Area harvested,2009,339466,Mexico,5312,ha
138,Pumpkins for Fodder,645,Area harvested,2009,4100,Mexico,5312,ha
138,Rye grass for forage & silage,638,Area harvested,2009,20535,Mexico,5312,ha
138,Sorghum for forage and silage,637,Area harvested,2009,223405,Mexico,5312,ha
138,Swedes for Fodder,649,Area harvested,2009,3,Mexico,5312,ha
138,Turnips for Fodder,646,Area harvested,2009,909,Mexico,5312,ha
141,forage Products,651,Area harvested,2009,1750,Mongolia,5312,ha
141,Grasses Nes for forage;Sil,639,Area harvested,2009,4500,Mongolia,5312,ha
141,Maize for forage and silage,636,Area harvested,2009,400,Mongolia,5312,ha
141,Vegetables Roots Fodder,655,Area harvested,2009,300,Mongolia,5312,ha
273,Alfalfa for forage and silage,641,Area harvested,2009,3000,Montenegro,5312,ha
273,Clover for forage and silage,640,Area harvested,2009,906,Montenegro,5312,ha
273,Maize for forage and silage,636,Area harvested,2009,150,Montenegro,5312,ha
143,forage Products,651,Area harvested,2009,215000,Morocco,5312,ha
28,Grasses Nes for forage;Sil,639,Area harvested,2009,340000,Myanmar,5312,ha
149,Grasses Nes for forage;Sil,639,Area harvested,2009,8800,Nepal,5312,ha
150,Alfalfa for forage and silage,641,Area harvested,2009,5700,Netherlands,5312,ha
150,Beets for Fodder,647,Area harvested,2009,327,Netherlands,5312,ha
150,Clover for forage and silage,640,Area harvested,2009,,Netherlands,5312,ha
150,Grasses Nes for forage;Sil,639,Area harvested,2009,564000,Netherlands,5312,ha
150,Maize for forage and silage,636,Area harvested,2009,240205,Netherlands,5312,ha
150,Pumpkins for Fodder,645,Area harvested,2009,73000,Netherlands,5312,ha
156,Alfalfa for forage and silage,641,Area harvested,2009,46000,New Zealand,5312,ha
156,Beets for Fodder,647,Area harvested,2009,28000,New Zealand,5312,ha
156,Cabbage for Fodder,644,Area harvested,2009,26500,New Zealand,5312,ha
156,forage Products,651,Area harvested,2009,49000,New Zealand,5312,ha
156,Maize for forage and silage,636,Area harvested,2009,6000,New Zealand,5312,ha
156,Sorghum for forage and silage,637,Area harvested,2009,150,New Zealand,5312,ha
156,Swedes for Fodder,649,Area harvested,2009,27000,New Zealand,5312,ha
156,Turnips for Fodder,646,Area harvested,2009,57000,New Zealand,5312,ha
162,Beets for Fodder,647,Area harvested,2009,,Norway,5312,ha
162,Cabbage for Fodder,644,Area harvested,2009,200,Norway,5312,ha
162,forage Products,651,Area harvested,2009,11955,Norway,5312,ha
162,Pumpkins for Fodder,645,Area harvested,2009,480000,Norway,5312,ha
162,Rye grass for forage & silage,638,Area harvested,2009,5265,Norway,5312,ha
162,Turnips for Fodder,646,Area harvested,2009,400,Norway,5312,ha
162,Vegetables Roots Fodder,655,Area harvested,2009,,Norway,5312,ha
299,Alfalfa for forage and silage,641,Area harvested,2009,10,Palestine,5312,ha
299,Clover for forage and silage,640,Area harvested,2009,5000,Palestine,5312,ha
299,Vegetables Roots Fodder,655,Area harvested,2009,,Palestine,5312,ha
221,Alfalfa for forage and silage,641,Area harvested,2009,6173,Oman,5312,ha
165,forage Products,651,Area harvested,2009,2000,Pakistan,5312,ha
169,Alfalfa for forage and silage,641,Area harvested,2009,2500,Paraguay,5312,ha
169,forage Products,651,Area harvested,2009,2314440,Paraguay,5312,ha
170,Alfalfa for forage and silage,641,Area harvested,2009,140088,Peru,5312,ha
170,Clover for forage and silage,640,Area harvested,2009,6494,Peru,5312,ha
170,Maize for forage and silage,636,Area harvested,2009,31969,Peru,5312,ha
170,Rye grass for forage & silage,638,Area harvested,2009,37409,Peru,5312,ha
170,Sorghum for forage and silage,637,Area harvested,2009,10,Peru,5312,ha
171,forage Products,651,Area harvested,2009,85000,Philippines,5312,ha
173,Alfalfa for forage and silage,641,Area harvested,2009,25463,Poland,5312,ha
173,Clover for forage and silage,640,Area harvested,2009,36567,Poland,5312,ha
173,forage Products,651,Area harvested,2009,413588,Poland,5312,ha
173,Leguminous for Silage,643,Area harvested,2009,645000,Poland,5312,ha
173,Maize for forage and silage,636,Area harvested,2009,419667,Poland,5312,ha
173,Vegetables Roots Fodder,655,Area harvested,2009,42000,Poland,5312,ha
174,forage Products,651,Area harvested,2009,335000,Portugal,5312,ha
174,Maize for forage and silage,636,Area harvested,2009,145000,Portugal,5312,ha
174,Pumpkins for Fodder,645,Area harvested,2009,210000,Portugal,5312,ha
174,Sorghum for forage and silage,637,Area harvested,2009,18500,Portugal,5312,ha
174,Vegetables Roots Fodder,655,Area harvested,2009,14000,Portugal,5312,ha
179,Clover for forage and silage,640,Area harvested,2009,3000,Qatar,5312,ha
117,forage Products,651,Area harvested,2009,6600,Republic of Korea,5312,ha
146,Maize for forage and silage,636,Area harvested,2009,7847,Republic of Moldova,5312,ha
146,Pumpkins for Fodder,645,Area harvested,2009,500,Republic of Moldova,5312,ha
146,Vegetables Roots Fodder,655,Area harvested,2009,4000,Republic of Moldova,5312,ha
183,Alfalfa for forage and silage,641,Area harvested,2009,325064,Romania,5312,ha
183,Clover for forage and silage,640,Area harvested,2009,116888,Romania,5312,ha
183,forage Products,651,Area harvested,2009,2000,Romania,5312,ha
183,Grasses Nes for forage;Sil,639,Area harvested,2009,370000,Romania,5312,ha
183,Leguminous for Silage,643,Area harvested,2009,740000,Romania,5312,ha
183,Maize for forage and silage,636,Area harvested,2009,32951,Romania,5312,ha
183,Pumpkins for Fodder,645,Area harvested,2009,250000,Romania,5312,ha
183,Rye grass for forage & silage,638,Area harvested,2009,189703,Romania,5312,ha
183,Vegetables Roots Fodder,655,Area harvested,2009,43000,Romania,5312,ha
185,forage Products,651,Area harvested,2009,195000,Russian Federation,5312,ha
185,Maize for forage and silage,636,Area harvested,2009,1450500,Russian Federation,5312,ha
185,Pumpkins for Fodder,645,Area harvested,2009,16386000,Russian Federation,5312,ha
185,Vegetables Roots Fodder,655,Area harvested,2009,49000,Russian Federation,5312,ha
191,forage Products,651,Area harvested,2009,1000,Saint Vincent and the Grenadines,5312,ha
194,Alfalfa for forage and silage,641,Area harvested,2009,102106,Saudi Arabia,5312,ha
194,forage Products,651,Area harvested,2009,58250,Saudi Arabia,5312,ha
272,Alfalfa for forage and silage,641,Area harvested,2009,188008,Serbia,5312,ha
272,Beets for Fodder,647,Area harvested,2009,4335,Serbia,5312,ha
272,Clover for forage and silage,640,Area harvested,2009,116953,Serbia,5312,ha
272,forage Products,651,Area harvested,2009,8734,Serbia,5312,ha
272,Maize for forage and silage,636,Area harvested,2009,26758,Serbia,5312,ha
186,Alfalfa for forage and silage,641,Area harvested,2009,,Serbia and Montenegro,5312,ha
186,Beets for Fodder,647,Area harvested,2009,,Serbia and Montenegro,5312,ha
186,Clover for forage and silage,640,Area harvested,2009,,Serbia and Montenegro,5312,ha
186,Leguminous for Silage,643,Area harvested,2009,,Serbia and Montenegro,5312,ha
186,Maize for forage and silage,636,Area harvested,2009,,Serbia and Montenegro,5312,ha
199,Alfalfa for forage and silage,641,Area harvested,2009,51568,Slovakia,5312,ha
199,Beets for Fodder,647,Area harvested,2009,2000,Slovakia,5312,ha
199,Clover for forage and silage,640,Area harvested,2009,5376,Slovakia,5312,ha
199,Maize for forage and silage,636,Area harvested,2009,70270,Slovakia,5312,ha
199,Pumpkins for Fodder,645,Area harvested,2009,65000,Slovakia,5312,ha
198,Alfalfa for forage and silage,641,Area harvested,2009,2445,Slovenia,5312,ha
198,Beets for Fodder,647,Area harvested,2009,950,Slovenia,5312,ha
198,Carrots for Fodder,648,Area harvested,2009,55,Slovenia,5312,ha
198,Clover for forage and silage,640,Area harvested,2009,3415,Slovenia,5312,ha
198,forage Products,651,Area harvested,2009,19239,Slovenia,5312,ha
198,Grasses Nes for forage;Sil,639,Area harvested,2009,11385,Slovenia,5312,ha
198,Maize for forage and silage,636,Area harvested,2009,26125,Slovenia,5312,ha
198,Pumpkins for Fodder,645,Area harvested,2009,12900,Slovenia,5312,ha
198,Turnips for Fodder,646,Area harvested,2009,6000,Slovenia,5312,ha
202,Alfalfa for forage and silage,641,Area harvested,2009,180000,South Africa,5312,ha
202,Pumpkins for Fodder,645,Area harvested,2009,1380000,South Africa,5312,ha
203,Alfalfa for forage and silage,641,Area harvested,2009,205000,Spain,5312,ha
203,Beets for Fodder,647,Area harvested,2009,1300,Spain,5312,ha
203,Cabbage for Fodder,644,Area harvested,2009,5500,Spain,5312,ha
203,Carrots for Fodder,648,Area harvested,2009,200,Spain,5312,ha
203,Clover for forage and silage,640,Area harvested,2009,6100,Spain,5312,ha
203,Grasses Nes for forage;Sil,639,Area harvested,2009,280300,Spain,5312,ha
203,Leguminous for Silage,643,Area harvested,2009,100000,Spain,5312,ha
203,Maize for forage and silage,636,Area harvested,2009,98000,Spain,5312,ha
203,Pumpkins for Fodder,645,Area harvested,2009,250000,Spain,5312,ha
203,Rye grass for forage & silage,638,Area harvested,2009,33000,Spain,5312,ha
203,Sorghum for forage and silage,637,Area harvested,2009,2000,Spain,5312,ha
203,Turnips for Fodder,646,Area harvested,2009,1700,Spain,5312,ha
203,Vegetables Roots Fodder,655,Area harvested,2009,30000,Spain,5312,ha
206,forage Products,651,Area harvested,2009,154000,Sudan (former),5312,ha
210,Pumpkins for Fodder,645,Area harvested,2009,1189220,Sweden,5312,ha
211,Beets for Fodder,647,Area harvested,2009,1200,Switzerland,5312,ha
211,Maize for forage and silage,636,Area harvested,2009,46126,Switzerland,5312,ha
211,Pumpkins for Fodder,645,Area harvested,2009,130000,Switzerland,5312,ha
212,Alfalfa for forage and silage,641,Area harvested,2009,2486,Syrian Arab Republic,5312,ha
212,Clover for forage and silage,640,Area harvested,2009,429,Syrian Arab Republic,5312,ha
212,forage Products,651,Area harvested,2009,4283,Syrian Arab Republic,5312,ha
212,Grasses Nes for forage;Sil,639,Area harvested,2009,67325,Syrian Arab Republic,5312,ha
212,Leguminous for Silage,643,Area harvested,2009,2600,Syrian Arab Republic,5312,ha
212,Maize for forage and silage,636,Area harvested,2009,17469,Syrian Arab Republic,5312,ha
208,Beets for Fodder,647,Area harvested,2009,500,Tajikistan,5312,ha
208,forage Products,651,Area harvested,2009,45000,Tajikistan,5312,ha
208,Grasses Nes for forage;Sil,639,Area harvested,2009,45000,Tajikistan,5312,ha
208,Maize for forage and silage,636,Area harvested,2009,31900,Tajikistan,5312,ha
208,Pumpkins for Fodder,645,Area harvested,2009,1300,Tajikistan,5312,ha
208,Vegetables Roots Fodder,655,Area harvested,2009,440,Tajikistan,5312,ha
216,forage Products,651,Area harvested,2009,32000,Thailand,5312,ha
154,Alfalfa for forage and silage,641,Area harvested,2009,19573,North Macedonia,5312,ha
154,Beets for Fodder,647,Area harvested,2009,561,North Macedonia,5312,ha
154,Clover for forage and silage,640,Area harvested,2009,3011,North Macedonia,5312,ha
154,Leguminous for Silage,643,Area harvested,2009,4286,North Macedonia,5312,ha
154,Maize for forage and silage,636,Area harvested,2009,2249,North Macedonia,5312,ha
222,Pumpkins for Fodder,645,Area harvested,2009,200000,Tunisia,5312,ha
223,Alfalfa for forage and silage,641,Area harvested,2009,567111,Turkey,5312,ha
223,Beets for Fodder,647,Area harvested,2009,2799,Turkey,5312,ha
223,Leguminous for Silage,643,Area harvested,2009,337000,Turkey,5312,ha
223,Maize for forage and silage,636,Area harvested,2009,27400,Turkey,5312,ha
213,Maize for forage and silage,636,Area harvested,2009,26000,Turkmenistan,5312,ha
213,Pumpkins for Fodder,645,Area harvested,2009,180000,Turkmenistan,5312,ha
213,Vegetables Roots Fodder,655,Area harvested,2009,120000,Turkmenistan,5312,ha
230,Beets for Fodder,647,Area harvested,2009,28000,Ukraine,5312,ha
230,forage Products,651,Area harvested,2009,54000,Ukraine,5312,ha
230,Maize for forage and silage,636,Area harvested,2009,482900,Ukraine,5312,ha
230,Pumpkins for Fodder,645,Area harvested,2009,3500000,Ukraine,5312,ha
230,Vegetables Roots Fodder,655,Area harvested,2009,266000,Ukraine,5312,ha
225,Alfalfa for forage and silage,641,Area harvested,2009,2750,United Arab Emirates,5312,ha
225,Grasses Nes for forage;Sil,639,Area harvested,2009,28000,United Arab Emirates,5312,ha
229,Beets for Fodder,647,Area harvested,2009,11000,United Kingdom of Great Britain and Northern Ireland,5312,ha
229,Cabbage for Fodder,644,Area harvested,2009,19000,United Kingdom of Great Britain and Northern Ireland,5312,ha
229,Leguminous for Silage,643,Area harvested,2009,,United Kingdom of Great Britain and Northern Ireland,5312,ha
229,Maize for forage and silage,636,Area harvested,2009,163000,United Kingdom of Great Britain and Northern Ireland,5312,ha
229,Pumpkins for Fodder,645,Area harvested,2009,1250000,United Kingdom of Great Britain and Northern Ireland,5312,ha
229,Turnips for Fodder,646,Area harvested,2009,36000,United Kingdom of Great Britain and Northern Ireland,5312,ha
231,Alfalfa for forage and silage,641,Area harvested,2009,6376700,United States of America,5312,ha
231,Grasses Nes for forage;Sil,639,Area harvested,2009,8090160,United States of America,5312,ha
231,Green Oilseeds for Silage,642,Area harvested,2009,1200000,United States of America,5312,ha
231,Maize for forage and silage,636,Area harvested,2009,2268290,United States of America,5312,ha
231,Pumpkins for Fodder,645,Area harvested,2009,16400000,United States of America,5312,ha
231,Sorghum for forage and silage,637,Area harvested,2009,102790,United States of America,5312,ha
228,forage Products,651,Area harvested,2009,,USSR,5312,ha
228,Maize for forage and silage,636,Area harvested,2009,,USSR,5312,ha
228,Pumpkins for Fodder,645,Area harvested,2009,,USSR,5312,ha
228,Vegetables Roots Fodder,655,Area harvested,2009,,USSR,5312,ha
235,Maize for forage and silage,636,Area harvested,2009,137800,Uzbekistan,5312,ha
235,Pumpkins for Fodder,645,Area harvested,2009,850000,Uzbekistan,5312,ha
235,Vegetables Roots Fodder,655,Area harvested,2009,30000,Uzbekistan,5312,ha
237,Vegetables Roots Fodder,655,Area harvested,2009,30000,Viet Nam,5312,ha
249,Alfalfa for forage and silage,641,Area harvested,2009,26572,Yemen,5312,ha
249,forage Products,651,Area harvested,2009,0,Yemen,5312,ha
249,Grasses Nes for forage;Sil,639,Area harvested,2009,21600,Yemen,5312,ha
249,Sorghum for forage and silage,637,Area harvested,2009,130743,Yemen,5312,ha
248,Alfalfa for forage and silage,641,Area harvested,2009,,Yugoslav SFR,5312,ha
248,Beets for Fodder,647,Area harvested,2009,,Yugoslav SFR,5312,ha
248,Clover for forage and silage,640,Area harvested,2009,,Yugoslav SFR,5312,ha
248,Leguminous for Silage,643,Area harvested,2009,,Yugoslav SFR,5312,ha
248,Maize for forage and silage,636,Area harvested,2009,,Yugoslav SFR,5312,ha
248,Pumpkins for Fodder,645,Area harvested,2009,,Yugoslav SFR,5312,ha
3,Alfalfa for forage and silage,641,Area harvested,2010,150000,Albania,5312,ha
3,Clover for forage and silage,640,Area harvested,2010,55000,Albania,5312,ha
3,Maize for forage and silage,636,Area harvested,2010,4000,Albania,5312,ha
4,Alfalfa for forage and silage,641,Area harvested,2010,4500,Algeria,5312,ha
4,Beets for Fodder,647,Area harvested,2010,200,Algeria,5312,ha
4,Clover for forage and silage,640,Area harvested,2010,3500,Algeria,5312,ha
4,forage Products,651,Area harvested,2010,600000,Algeria,5312,ha
4,Maize for forage and silage,636,Area harvested,2010,3900,Algeria,5312,ha
4,Rye grass for forage & silage,638,Area harvested,2010,75000,Algeria,5312,ha
9,Alfalfa for forage and silage,641,Area harvested,2010,1580000,Argentina,5312,ha
9,Clover for forage and silage,640,Area harvested,2010,133000,Argentina,5312,ha
9,Grasses Nes for forage;Sil,639,Area harvested,2010,2600000,Argentina,5312,ha
9,Maize for forage and silage,636,Area harvested,2010,645000,Argentina,5312,ha
9,Rye grass for forage & silage,638,Area harvested,2010,,Argentina,5312,ha
9,Sorghum for forage and silage,637,Area harvested,2010,620000,Argentina,5312,ha
1,forage Products,651,Area harvested,2010,200000,Armenia,5312,ha
1,Maize for forage and silage,636,Area harvested,2010,311,Armenia,5312,ha
1,Vegetables Roots Fodder,655,Area harvested,2010,400,Armenia,5312,ha
10,Alfalfa for forage and silage,641,Area harvested,2010,250000,Australia,5312,ha
10,forage Products,651,Area harvested,2010,0,Australia,5312,ha
10,Grasses Nes for forage;Sil,639,Area harvested,2010,550000,Australia,5312,ha
10,Pumpkins for Fodder,645,Area harvested,2010,24000000,Australia,5312,ha
11,Alfalfa for forage and silage,641,Area harvested,2010,15045,Austria,5312,ha
11,Beets for Fodder,647,Area harvested,2010,200,Austria,5312,ha
11,Clover for forage and silage,640,Area harvested,2010,74510,Austria,5312,ha
11,forage Products,651,Area harvested,2010,44000,Austria,5312,ha
11,Grasses Nes for forage;Sil,639,Area harvested,2010,59169,Austria,5312,ha
11,Green Oilseeds for Silage,642,Area harvested,2010,30000,Austria,5312,ha
11,Maize for forage and silage,636,Area harvested,2010,81239,Austria,5312,ha
11,Vegetables Roots Fodder,655,Area harvested,2010,240,Austria,5312,ha
52,forage Products,651,Area harvested,2010,130000,Azerbaijan,5312,ha
52,Maize for forage and silage,636,Area harvested,2010,832,Azerbaijan,5312,ha
52,Pumpkins for Fodder,645,Area harvested,2010,300000,Azerbaijan,5312,ha
52,Vegetables Roots Fodder,655,Area harvested,2010,100,Azerbaijan,5312,ha
13,Alfalfa for forage and silage,641,Area harvested,2010,736,Bahrain,5312,ha
16,forage Products,651,Area harvested,2010,16176,Bangladesh,5312,ha
14,forage Products,651,Area harvested,2010,500,Barbados,5312,ha
57,forage Products,651,Area harvested,2010,14000,Belarus,5312,ha
57,Maize for forage and silage,636,Area harvested,2010,693658,Belarus,5312,ha
57,Pumpkins for Fodder,645,Area harvested,2010,1300000,Belarus,5312,ha
57,Vegetables Roots Fodder,655,Area harvested,2010,34000,Belarus,5312,ha
255,Alfalfa for forage and silage,641,Area harvested,2010,,Belgium,5312,ha
255,Beets for Fodder,647,Area harvested,2010,4970,Belgium,5312,ha
255,Cabbage for Fodder,644,Area harvested,2010,,Belgium,5312,ha
255,Carrots for Fodder,648,Area harvested,2010,,Belgium,5312,ha
255,Clover for forage and silage,640,Area harvested,2010,4900,Belgium,5312,ha
255,Grasses Nes for forage;Sil,639,Area harvested,2010,261700,Belgium,5312,ha
255,Maize for forage and silage,636,Area harvested,2010,172638,Belgium,5312,ha
255,Pumpkins for Fodder,645,Area harvested,2010,3000,Belgium,5312,ha
255,Turnips for Fodder,646,Area harvested,2010,,Belgium,5312,ha
15,Alfalfa for forage and silage,641,Area harvested,2010,,Belgium-Luxembourg,5312,ha
15,Beets for Fodder,647,Area harvested,2010,,Belgium-Luxembourg,5312,ha
15,Clover for forage and silage,640,Area harvested,2010,,Belgium-Luxembourg,5312,ha
15,Maize for forage and silage,636,Area harvested,2010,,Belgium-Luxembourg,5312,ha
15,Pumpkins for Fodder,645,Area harvested,2010,,Belgium-Luxembourg,5312,ha
19,Alfalfa for forage and silage,641,Area harvested,2010,30289,Bolivia (Plurinational State of),5312,ha
19,Grasses Nes for forage;Sil,639,Area harvested,2010,116700,Bolivia (Plurinational State of),5312,ha
19,Sorghum for forage and silage,637,Area harvested,2010,5121,Bolivia (Plurinational State of),5312,ha
80,Alfalfa for forage and silage,641,Area harvested,2010,20000,Bosnia and Herzegovina,5312,ha
