# File: FAO_GDP_Deflators.csv
# Title: FAO GDP deflators by country (2015 = 100)
# Units: Unitless
# Description:  FAOSTAT (domain:PD) & Taiwan Statistics (access:4-12-2021)
# Data source: FAOSTAT (main domain:PD FAO.udpate:2023-08-16T00:00:00)
# Date of CSV last update: 2023-11-24
# Column types: cicicinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area,area_code,item,item_code,element,element_code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Hungary,97,GDP Deflator,22024,"Value US$, 2015 prices",6179,12.7287043,13.044323,14.4199134,16.7043755,17.28859389,18.56301185,20.79009202,21.75221908,24.31374758,27.6507585,31.93725364,31.83858388,31.52846706,28.40792551,26.82954738,27.23745124,30.89995067,32.63838322,34.97374954,35.19461732,41.62282098,44.14238612,50.74904682,52.88134811,55.2405205,58.5749901,58.80409475,57.79194255,57.28066327,55.992234,51.56599938,56.40064146,67.72611897,82.09586782,95.45031342,99.51042998,97.85055411,118.2156967,132.1846821,117.158592,116.8892495,123.2261862,113.2450363,117.1726571,116.8471235,100,100.5319893,107.2850429,114.2423262,111.2730757,111.7354548,120.6804631,106.0514335
Iceland,99,GDP Deflator,22024,"Value US$, 2015 prices",6179,14.14046668,15.91556414,18.77804286,24.08871014,30.0134662,27.6903603,31.00980346,37.69649423,40.44042241,43.81099932,49.09514563,48.64116512,43.71134631,38.53330405,38.3229091,38.65054875,48.62596721,61.98501535,68.63006935,63.58741808,71.67404181,76.73171308,81.37909385,70.54138387,69.95519182,77.90250146,77.66299906,74.84501936,78.31397625,79.51116936,76.10349481,66.75612644,75.11967631,90.20407015,101.2165592,116.2620058,113.3274556,129.5441388,105.8004525,83.39077037,89.71519449,97.50896156,93.50289846,97.75877405,106.5260376,100,111.66251,127.4483031,129.0547306,119.1115789,111.7325762,126.2974284,127.8472609
India,100,GDP Deflator,22024,"Value US$, 2015 prices",6179,30.35156344,32.00214797,34.99215791,40.44525733,45.09225075,42.8965143,42.4968353,46.03211504,50.30633312,58.69892114,67.64221472,68.07804761,67.38952238,68.49001223,65.69602681,64.69340093,67.75949434,72.07583091,72.65314955,67.57426232,69.32306516,60.69096957,58.02908925,54.18648391,57.92190584,61.11919515,60.1709412,62.51498616,59.42809207,58.69646254,58.28267751,57.29497141,57.68321323,62.5214064,67.94886355,73.74862402,77.81438614,91.1849683,94.63264561,91.041004,106.5203955,113.4790609,106.9728957,103.5870307,102.7734495,100,98.56236709,105.7375855,104.5831022,104.0084914,104.3798471,115.0647018,117.0173129
Indonesia,101,GDP Deflator,22024,"Value US$, 2015 prices",6179,15.83190384,15.5351142,16.6641985,22.15199218,32.6322097,36.70130221,42.00893368,47.47283547,49.44509949,46.48532884,59.65939907,70.1651967,70.45460089,58.53889104,56.15991596,54.63936575,47.30668807,42.75947423,47.26807392,49.51409882,51.23233438,52.68198815,53.33080458,56.47609942,58.79347066,62.07893678,64.76685235,58.69801537,29.89116883,43.50087259,44.48018243,41.72696579,48.6939097,55.76201505,58.08068204,61.16406903,73.93584669,82.42480397,91.78234791,92.76810981,114.7846587,127.8551529,123.9464145,116.7371458,108.5263589,100,103.0630729,106.904795,104.3128373,106.6489686,103.0192261,111.3080512,113.9555349
Iran (Islamic Republic of),102,GDP Deflator,22024,"Value US$, 2015 prices",6179,7.834731791,8.620477913,9.404897328,13.81892545,22.28126,25.24264891,27.96305845,33.89312212,37.64935935,49.59567836,66.93612312,76.19965197,76.65585519,85.6628391,96.75303028,43.73597324,46.78528179,55.8077445,62.63317601,58.16998712,54.19849339,52.44900164,52.98867329,58.45915637,57.04284341,55.70030946,56.53601762,51.59671038,48.96051139,49.54370935,45.00488793,48.03400997,54.91891746,52.38439723,62.07902564,71.68555901,80.28532744,97.52999295,114.6516822,114.6260904,127.7813294,152.7268136,158.4086466,143.2575098,111.6136978,100,102.6642749,107.9738967,115.4319204,117.5027087,119.0359915,124.3840313,76.93706128
Iraq,103,GDP Deflator,22024,"Value US$, 2015 prices",6179,12.47394518,13.10627036,13.67282185,14.42207618,15.71987477,17.17594579,18.12120445,19.24714133,20.60095268,22.31012248,24.325413,26.62711881,28.27221344,29.37957588,30.43950442,31.40213706,32.03454516,32.8266986,33.98463461,35.31695062,36.63898053,37.87802349,35.61122023,17.1193798,14.35526371,15.14466214,17.75015258,15.91942909,15.05648929,22.34361115,25.10608481,25.67169979,27.19195599,38.571929,39.60733692,53.11337817,65.22523669,87.75825285,112.8477093,113.5710002,114.9359094,143.3131258,147.6222722,147.6272125,143.4297212,100,87.79270431,100.4846023,118.902308,114.7625257,101.9408094,111.8324397,141.8354545
Ireland,104,GDP Deflator,22024,"Value US$, 2015 prices",6179,12.36783949,13.86250352,16.13137824,18.24060071,18.46500067,20.99092189,20.63499097,22.68955341,27.56733183,33.44821915,38.5204159,35.43471417,35.9911035,34.88787459,32.37144195,33.21991732,45.04030179,50.83276472,53.79802432,52.81994074,61.19041976,60.61740178,65.88257643,60.13242602,61.93986696,67.70369933,69.11211552,68.05855376,68.11641838,67.54278516,62.42490779,64.79038168,71.67579175,89.31726441,98.77030793,101.9633508,106.3736378,117.4467851,125.0640836,113.121406,104.7308638,111.8260552,105.7185876,110.3940636,110.370174,100,100.4630699,103.7234563,109.597594,107.6028426,108.0683524,112.6403552,105.9965667
Israel,105,GDP Deflator,22024,"Value US$, 2015 prices",6179,14.27005841,13.60754147,15.94079372,19.41716096,24.7920023,23.78728197,24.98301492,26.8345701,25.10237911,30.46746845,34.04365127,34.28095414,36.69424982,39.58846022,36.79379975,33.36075548,39.69095316,44.50545638,52.8926782,52.38382199,57.72480462,61.34460471,63.71056511,61.49805979,65.0490323,72.05424652,74.42785855,74.58988106,72.36133396,70.56923737,73.263149,72.28350543,67.07127384,69.53721691,70.72734729,71.45244608,72.99006345,79.95716171,93.48025113,88.68841101,94.69402155,100.2891881,96.09442949,104.4008388,105.9836549,100,101.7720663,108.5843836,109.8222796,112.7094499,117.8431684,128.8551433,131.1036203
Italy,106,GDP Deflator,22024,"Value US$, 2015 prices",6179,13.39464352,14.46361763,16.25134028,18.32850489,19.75703684,23.02367968,21.21085931,23.70452681,28.08347083,33.11732885,38.81566139,34.73815782,34.31833347,35.17347565,33.67889209,33.83263536,46.57802053,56.79613245,60.31467684,60.76309705,75.79033815,78.74227831,82.72914143,67.30643081,68.01468896,70.64222144,77.94075051,72.42449261,72.75021792,70.5663103,62.11775838,62.16319796,67.51917791,83.51927897,94.33846222,96.38419029,99.2940121,111.0173902,121.6696047,117.3244395,112.3426462,119.8114774,112.4518928,117.5382123,118.5216764,100,100.8685285,103.7623863,109.6305182,104.8981173,108.7554419,113.2225554,103.4196007
Jamaica,109,GDP Deflator,22024,"Value US$, 2015 prices",6179,18.1579973,19.29216507,21.51280379,21.78441722,28.15578593,34.014271720000004,37.70324848,42.31603924,34.25081862,32.0976974,37.49892215,40.65235759,44.39997787,47.69981277,31.55170033,29.27862021,34.78378474,38.59885407,43.8550012,47.13483048,46.715941719999996,41.39577832,33.58793325,42.43679867,42.15813621,50.33800988,56.40876401,64.72183601,68.54550435,68.64575039,69.07968946,69.64257521,73.12006707,68.43842201,72.87618331,79.82088778,82.30707713,87.04804541,93.99846386,86.87911466,96.16571349,103.2839651,106.5265185,102.2533311,98.79972513,100,97.80543935,101.8747179,106.2087742,105.9383923,102.7576658,104.2439839,118.07693
Japan,110,GDP Deflator,22024,"Value US$, 2015 prices",6179,14.55939385,15.70741192,19.18691148,24.1294423,27.1167174,28.60226524,30.91718278,36.45065087,48.64982787,48.00429631,48.9180481,51.76644023,46.6345042,49.36772476,50.09281503,50.50857657,72.64631691,84.50792706,95.97569296,91.02946313,88.99647803,98.4606481,106.468339,121.9538544,135.5205636,146.4896389,126.1026885,113.9468698,105.2887217,119.4994409,124.6216152,109.3090358,104.4711577,111.1743841,117.7887015,114.2433548,107.3364522,105.2632473,118.8292737,130.5137036,136.5062242,147.7079782,146.6216005,119.4473825,111.8896693,100,111.7281948,108.2875532,109.9949225,112.1308407,115.5158565,111.3956673,93.10917668
Jordan,112,GDP Deflator,22024,"Value US$, 2015 prices",6179,12.03623714,12.73259972,13.4027271,16.4353643,18.99324993,25.06133681,28.32999996,32.19188322,37.11802139,37.21440308,43.28933716,39.39629692,39.15996586,41.8681143,40.97257135,44.38069566,50.80004804,52.4022204,47.88243672,36.60248126,35.74209338,36.69056444,40.70004011,41.05486204,43.50580682,44.22537784,44.58410849,45.13422588,47.84405205,47.66339473,47.4671019,47.8365433,48.27712532,49.31216691,50.83831947,51.85898695,57.38302136,60.28099896,72.19792057,74.44554797,80.45885432,85.21438374,89.14005256,94.61648226,97.87632627,100,101.3620066,103.062182,104.8285501,106.5802104,106.2992244,107.6807903,111.5601328
Kazakhstan,108,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,33.31776566,34.10750985,34.8358497,35.56632289,36.23020816,37.52641121,38.19560034,28.34998417,27.98302866,29.84589287,30.24362452,34.62107672,44.2136457,53.35461894,68.34248567,81.23945956,100.1040631,85.46688722,102.3122038,122.2394837,125.9878414,135.2796176,121.4667037,100,73.64566322,83.76707287,86.51343621,83.82744206,80.96902506,87.78622971,99.0149643
Kenya,114,GDP Deflator,22024,"Value US$, 2015 prices",6179,24.03549409,25.01028563,26.70079848,29.9382392,34.03225136,37.45642746,38.37544537,45.43468419,49.35659193,54.56130891,60.18251885,54.69576811,50.80760149,46.60266279,47.41917086,45.04354569,49.57968197,51.53129035,51.8637442,48.49463042,47.60702936,44.25186347,44.09383216,30.50371014,37.82152124,46.65850131,45.84438696,49.77336947,51.78591605,46.31248008,45.38216066,44.74897209,45.06838047,49.63581387,50.99865588,56.06165257,63.31958768,73.33252009,82.17646784,82.03987635,81.76906695,80.8234397,92.88446637,95.8755926,101.4907623,100,102.38133500000001,108.1747632,115.0616025,119.5293194,120.4564391,121.6529453,118.8539621
Kiribati,83,GDP Deflator,22024,"Value US$, 2015 prices",6179,13.90105315,15.09700499,17.07706297,23.09793721,28.7925761,26.33261718,26.83704589,26.51654624,30.53905752,32.91603796,31.66401598,33.65461616,30.99888225,30.316203,32.83727871,26.16066983,26.00782783,29.60164533,35.51240898,36.18813174,35.64354571,44.90339412,51.5924939,49.50251456,55.36411119,55.33202302,64.58929749,62.29010542,56.09188539,59.39307592,54.2438564,49.74573092,56.09014451,68.79149382,76.03911711,79.361409,78.16413591,92.27386254,99.95466452,93.09706418,110.4168831,126.2269626,126.0202414,117.7428554,114.7431764,100,105.3152477,111.2958154,110.2373515,100.7070158,103.4175372,122.7323415,108.2087569
Kuwait,118,GDP Deflator,22024,"Value US$, 2015 prices",6179,5.123997001,6.466681483,7.132468176,9.277708708,25.65288018,27.02124155,27.6749251,31.02065008,31.68005748,44.40536058,63.87439658,69.33292923,67.15716705,60.1612888,59.44375428,61.36100083,47.18549853,54.50655335,56.05244813,52.32400225,53.88172751,54.46467493,53.74465652,48.44856454,46.2803186,48.7647414,56.15378309,52.79978373,43.54265536,51.47440173,61.56738079,56.8280431,60.29533423,64.51712188,72.65941865,89.29899519,104.3985907,111.1792229,139.4779482,107.9227127,120.3994076,146.578545,155.3234707,153.6648713,142.7944466,100,92.76532522,107.3915171,120.0544661,118.9646847,101.5386289,129.2633147,158.3734187
Kyrgyzstan,113,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,52.18047892,53.41733347,54.55801988,55.70204739,63.69060196,56.06252589,50.95336961,37.44613099,38.93697178,41.20961663,43.33498262,48.45239007,52.11976523,58.06539222,64.87741547,80.19435094,99.99778677,88.68531922,91.08709437,111.130824,118.5399062,118.6840509,116.1627255,100,97.78065226,105.5486238,109.2291444,111.9990148,107.2422125,113.4724891,126.8867165
Lao Peoples Democratic Republic,120,GDP Deflator,22024,"Value US$, 2015 prices",6179,11.36832789,11.94460747,12.46094316,13.14378798,14.32655733,15.65357075,16.51504724,17.54118768,18.77500514,20.33268416,22.16935115,24.26704727,25.76633036,26.77554269,27.74152539,28.61883592,29.19519108,29.91713269,30.97243605,32.18666338,33.39151632,38.0328559,41.3273295,44.06076481,47.42754493,50.82831485,50.12455321,43.69687757,30.9221328,32.61577033,36.73509158,35.14361149,34.31679442,37.01090827,40.79796887,43.69182172,53.96204619,57.840875,67.30525804,66.16040352,73.8782068,81.73425685,88.3129006,95.79624714,98.9057717,100,102.6270337,103.6965729,103.7187546,101.5976273,100.3458246,96.76057209,75.18519514
Latvia,119,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,41.02582681,41.99827823,42.89511942,43.8021887,47.17708061,47.36044193,48.89452971,50.01970983,50.00645865,49.41299118,52.73635437,59.91012164,67.85043429,72.17791421,81.77607939,107.0907141,127.7808351,109.7972868,104.2609555,117.5416718,111.6467274,117.3158173,119.4878743,100,100.5982831,105.7667509,114.8696651,111.7151138,115.0890204,127.3752119,125.9168503
Lebanon,121,GDP Deflator,22024,"Value US$, 2015 prices",6179,9.25790343,9.524403389,10.59260586,13.19278195,16.55065099,22.1328176,22.55310892,23.03354661,26.47344847,27.94433009,32.00689103,30.42589798,32.82781189,28.34951372,13.78224714,9.545852593,12.63857904,8.405125938,18.67073274,26.61223365,21.75569938,23.24189606,29.2797183,37.74358375,41.3737101,47.72156015,53.77881676,62.96129533,65.90245141,66.58963038,64.42997168,63.4669626,67.29443694,68.9884033,69.35265762,68.6159888,69.2203156,71.38893529,76.76686646,84.66198632,85.15184626,87.67666715,94.24018794,96.6701251,96.77189807,100,100.8712952,103.6437789,109.3674929,111.3294885,112.7822175,117.8492883,516.3076154
Lesotho,122,GDP Deflator,22024,"Value US$, 2015 prices",6179,24.71915003,26.18139663,26.03953628,31.25614768,33.60429139,38.09146837,32.27502369,35.9204476,41.37802218,50.52153067,68.34614295,68.73886971,60.89537271,68.01155815,58.36342625,42.73578837,46.81290558,59.65387639,61.94795111,60.46448951,66.28634371,70.89139005,81.39439901,78.07801536,77.3677644,82.77033967,75.50588512,75.97664756,70.05010047,68.03531877,62.26452652,54.71394577,50.5994069,71.32327147,88.79312936,95.8520152,95.95646739,92.87367291,92.44774946,92.24349017,112.4618773,124.0814065,112.1357576,105.1543298,106.6804147,100,86.4850682,97.33514261,109.5085456,105.193177,96.83309329,106.950914,108.9462374
Liberia,123,GDP Deflator,22024,"Value US$, 2015 prices",6179,21.045961170000002,21.12337401,22.09538107,24.87600281,29.43218399,36.80063647,36.38592407,40.29725236,41.74656695,45.90094001,50.37067359,60.28228902,61.43421568,63.17448882,62.64721857,63.04846344,62.70663941,64.70694962,66.9013848,67.07022759,66.95799641,70.67058078,69.91919825,74.86675173,78.86790101,84.00274409,88.59396041,72.84225527,68.28761553,67.62116902,55.0461541,52.89331924,54.8813895,60.53137869,71.79078669,74.78799828,76.07983835,64.39495246,69.11100995,67.25477807,70.11387198,77.13837973,78.1390462,83.40511413,84.07377295,100,103.816196,101.5045161,99.62371038,95.9031709,94.86219347,93.86675294,144.3904623
Libya,124,GDP Deflator,22024,"Value US$, 2015 prices",6179,13.1836387,17.07215515,18.73519871,25.16709535,36.08435192,33.76521973,35.67050599,38.48597958,36.76731961,46.55258565,62.31553608,67.52321784,64.51810592,64.03722843,61.37226405,58.5191312,53.71687629,58.63234857,61.52370346,60.75492363,67.30146698,64.40768371,70.12523758,65.92839783,60.35364036,56.74956613,61.43927195,61.9601546,57.86091744,64.6205256,72.2115347,63.60972279,41.44010611,43.92175565,53.36834009,66.06111192,76.26180146,81.27310989,103.7538694,76.10952523,89.83244289,115.5906197,118.8632855,118.0276079,116.7730149,100,104.0026713,105.6194693,111.7321654,113.6249223,108.9744402,70.73290823,90.3831925
Lithuania,126,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,35.04780918,35.87856128,36.64472058,37.413124,44.51807385,49.61480972,51.27761883,50.63311444,51.29060485,51.12554624,55.7944437,66.47951434,75.14299389,80.50679608,86.61003498,102.531732,120.4396842,110.5171952,107.9998192,119.5206817,113.4094998,118.6288339,119.6506823,100,101.3092697,107.8547021,116.7268378,113.6425711,118.0168841,130.1593325,130.2460724
Luxembourg,256,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.47970468,51.37453221,54.82302319,67.18214537,76.21548729,80.0107239,85.920886,95.51552773,108.9832928,104.2559189,104.0156253,112.9421908,107.7986761,113.9315355,117.0290507,100,98.63245429,102.8890694,109.8298746,105.5637139,112.7625952,123.9829005,116.652656
Madagascar,129,GDP Deflator,22024,"Value US$, 2015 prices",6179,19.05577668,19.76385471,22.879024,28.81083175,32.24295912,37.91221223,37.37883879,39.47912749,45.88479016,54.20952677,62.75936655,61.09675588,61.04626675,60.31451706,49.63409239,48.45879492,66.04216279,51.39739082,47.3195183,46.49790939,55.58798158,51.50051393,57.04202644,62.26937647,55.03411592,57.43115921,71.082093,60.84189466,61.72993092,58.68998382,58.39010998,64.35246564,71.52076466,81.09723374,61.42235208,67.79730139,70.66198544,88.55231638,104.4027398,97.49349644,100.5793807,114.5801429,111.4922941,116.9346998,114.0615574,100,100.6237569,107.6644077,108.9536466,106.9640482,106.62236300000001,111.5987688,112.5090188
Malawi,130,GDP Deflator,22024,"Value US$, 2015 prices",6179,51.13012375,56.23006824,58.32226663,54.97813871,63.18372981,66.921633,68.86779016,79.3920585,86.27171248,89.6007568,99.56224074,111.6306207,104.0038885,104.0458835,98.04300236,87.989439290000007,90.33955723,95.29045515,102.8370252,118.703832,120.7708128,129.4298068,126.2294898,125.3070775,83.73915832,89.02447945,97.61945994,99.30281203,100.4205135,99.02191799,95.7019305,98.96563865,108.652781,94.36544948,96.96546686,98.74609871,103.1394322,104.3424943,116.3566481,124.9756745,131.4532592,144.1801618,103.6881437,90.23048535,95.78442872,100,80.40641745,91.35323151,96.67948377,102.3020166,108.0969096,109.1091444,104.9672145
Malaysia,131,GDP Deflator,22024,"Value US$, 2015 prices",6179,22.64908708,20.23715396,21.98270076,29.90185622,34.20988393,33.3410396,35.39857379,39.0627726,45.59742715,54.07547233,58.09875592,55.47227286,56.11353646,59.81221394,62.0799529,57.68302881,50.71647135,55.83874708,56.2525251,56.74593554,58.99249496,60.10302754,66.45162799,68.38396628,69.71787209,75.70870949,78.1347332,72.31223813,56.24258069,58.10981571,63.2555659,62.25494261,64.20282704,66.32083521,70.30624163,76.79807076,82.44409471,92.26914961,104.9612644,93.38979163,109.6125667,121.6277497,121.6986323,119.5079735,117.8939152,100,95.70825527,95.81106919,102.7485827,100.1605718,97.93902231,105.0223403,102.6280707
Maldives,132,GDP Deflator,22024,"Value US$, 2015 prices",6179,22.2583809,23.58482301,26.87615845,32.50534378,38.92855496,26.51877817,24.06745725,20.15912212,20.53620934,29.33724251,27.2674302,25.79678733,33.80043847,30.36602838,27.56290112,26.89187776,27.4271212,25.0753873,27.52216675,28.32954871,27.65221151,29.19268485,32.02336047,34.141720050000004,35.35277613,40.23350977,42.10781138,43.8344661,43.33534209,44.52904803,45.4334488,47.34615842,45.44191779,46.0198491,50.60804651,55.24281772,59.31191264,65.31313246,72.53026207,80.71663201,83.04257977,81.9920074,83.20199236,88.54137316,92.56801169,100,100.2116912,101.4778668,104.6478441,103.3981287,103.8328228,105.6970072,106.2936113
Mali,133,GDP Deflator,22024,"Value US$, 2015 prices",6179,54.11940968,63.07762487,67.42648759,79.25798419,75.53633644,100.7408608,105.0036636,114.9001736,135.1444849,154.784692,188.613096,166.7787233,137.8143467,127.7266326,124.6778715,125.4360909,157.6226448,190.9709988,197.0464705,183.8320946,217.2884581,208.6678809,218.6511792,206.4967454,140.8890307,130.4102533,120.3761143,98.52786192,105.4918423,97.85482309,80.27136035,82.12135237,85.40728859,91.43215549,112.7747213,117.2047376,115.0911138,125.456634,137.0915925,128.0934785,121.1840764,136.6846363,117.8308022,117.2134468,118.1241607,100,98.35326084,100.9547402,105.0436741,100.045748,100.4434289,106.2504932,99.08435117
Malta,134,GDP Deflator,22024,"Value US$, 2015 prices",6179,24.54332609,25.27868703,26.64014028,29.95766856,29.62506758,31.27058253,29.72516293,31.39655244,35.83435304,40.91576826,47.72272619,45.94577064,44.59322662,42.369417,39.67222855,39.23367022,48.48480654,56.83377935,60.45135179,58.62438039,66.3139857,67.38000754,70.71993089,60.68191593,63.56963231,71.26605344,70.56034017,66.52605265,66.90430542,65.65238817,60.71248005,61.71902187,65.80307654,77.05387423,86.1176301,87.50516807,90.67487269,101.4404546,111.3639799,107.7468235,105.9761527,112.4852888,106.1978412,112.2388493,114.7822777,100,101.7290658,106.1124222,113.3543271,109.9666402,114.0105839,120.2545142,109.0688477
Marshall Islands,127,GDP Deflator,22024,"Value US$, 2015 prices",6179,19.48629501,20.65079024,22.34986119,19.42226562,22.07974157,24.2035077,26.22923277,28.50764271,29.65975232,33.40158578,37.63305416,41.06162352,44.09139017,45.63899767,47.51383463,49.26547909,50.47430607,51.91796867,54.05843985,56.63008416,59.45581422,62.45461019,64.3377226,66.28884753,68.02912162,69.93886474,71.89463583,72.17221248,74.38168408,76.25826457,74.95655796,74.55720587,77.7592208,78.38174591,79.55458882,80.17478944,83.37701625,84.86909558,92.69194463,88.60076673,88.81820231,95.96180343,102.971641,101.3263634,100.7349526,100,108.3069209,110.8070197,111.3674833,112.8316522,117.6998793,121.1667853,125.8894104
Mauritania,136,GDP Deflator,22024,"Value US$, 2015 prices",6179,24.78467801,26.39486394,30.79632646,35.20614158,41.14405116,48.57204965,51.0240404,52.45935972,55.79184858,63.18689132,77.38839693,80.35929243,80.09979776,79.4419423,70.61351679,64.04874869,71.13513251,78.78736175,81.87358805,80.56225932,85.17835584,88.79132968,88.04086717,69.21144003,69.97186685,75.5198261,69.10209968,69.98528063,59.37470574,55.96279868,52.1913136,51.62277061,51.82318414,55.94058296,63.46827983,70.44151505,79.44840366,89.86598334,108.0103206,97.7111674,113.6812098,131.1464121,124.8591372,128.7004591,112.4531653,100,102.4681238,102.4704149,107.48848,110.1755092,115.898843,134.5426502,128.8079602
Mauritius,137,GDP Deflator,22024,"Value US$, 2015 prices",6179,16.16356663,17.40137061,20.19727944,22.6295562,34.80798153,34.55175581,35.14076256,38.58421603,45.81139368,52.78785549,54.84772611,52.28572487,46.78540885,47.11966665,42.92133188,41.53249732,51.44811757,58.44285521,61.86116398,60.49970238,68.20889679,70.16823302,76.95612177,74.11163667,77.63251698,84.28013369,87.68907206,78.479803,73.67376264,73.8913433,73.31418821,70.1835965,72.41784502,82.20599832,89.11985035,86.36351893,85.43840746,93.70236688,108.9878832,96.39393371,101.2017305,111.9604349,109.5898146,110.2154564,112.9008761,100,100.9854077,105.7981159,109.3232814,104.156958,96.32221474,94.05246742,90.5531891
Mexico,138,GDP Deflator,22024,"Value US$, 2015 prices",6179,16.64094668,17.61923568,18.71705663,21.12252941,25.92249494,30.01082154,29.07532063,25.90943326,29.99440818,36.00203349,46.04014466,54.31080788,38.01334092,34.03971764,38.75710845,39.62065569,28.88285285,30.72683821,37.16539381,43.42609203,48.69567486,55.92503112,62.40348803,72.6857912,73.00886123,53.15047735,56.81564949,64.74767434,64.77752296,71.87026193,80.77111645,86.68886959,88.48914892,82.3951232,85.03828,93.23945865,99.18444834,104.6483354,109.095946,93.39860887,104.4242652,112.4178033,110.3604882,115.5356819,115.9405665,100,89.67291944,94.3654109,97.39755606,101.3124825,94.62040554,105.4616607,116.2940289
Micronesia (Federated States of),145,GDP Deflator,22024,"Value US$, 2015 prices",6179,20.55733852,22.01200385,25.0968675,25.99554419,29.83838207,29.83176224,30.17316131,29.76827155,31.96224134,35.15697286,40.34452211,43.80713145,47.09411371,48.54246009,50.88001052,52.55109283,53.57501746,54.82461558,57.22918567,59.72186236,62.73357136,65.98009208,68.17508606,69.74979374,71.23601957,70.94340472,72.20043711,72.66781624,74.92118096,74.21463487,74.99286806,75.891144,75.91317564,75.60838521,76.40979067,78.00446226,79.11285161,81.60306357,85.68732596,90.28151487,93.53437653,95.02683906,101.7950964,102.4434927,105.541281,100,104.0478036,111.8213243,122.3172388,124.0694275,124.7793149,127.8328531,136.1843312
Mongolia,141,GDP Deflator,22024,"Value US$, 2015 prices",6179,15.3896955,16.16982494,16.86880629,17.79319675,19.39435219,21.19077579,22.35698606,23.74610759,25.41636861,27.52505214,30.01141127,32.85113447,34.88076543,36.24697079,37.55465471,38.74230007,39.52253183,40.49984896,41.92844932,43.57219052,45.20324128,46.73190712,47.79688538,48.92983387,49.97469315,51.02261285,47.62525914,40.97884202,36.5748751,33.0548362,34.1523657,36.99814548,38.90771366,41.53507151,46.88327757,55.37411566,69.01186238,77.64899664,94.67552583,78.16785432,99.40908558,122.71771939999999,129.0201993,118.2786403,106.5359946,100,94.81342241,92.15819413,98.178408,100.2242924,98.40674777,110.0377499,114.0995345
Montenegro,273,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.44374983,103.1111457,118.7746124,115.3558017,111.7417922,118.6965985,109.9023472,115.9172823,117.0282169,100,104.8248683,111.1500005,119.9423613,115.9976888,118.1459544,126.9952266,124.3201659
Morocco,143,GDP Deflator,22024,"Value US$, 2015 prices",6179,29.37558718,30.20344066,34.90329087,41.35890395,48.17869609,52.43327326,50.48389988,54.87729072,64.29159178,73.74591017,83.69361294,69.88011029,64.35136317,58.48999072,51.275252,48.67974658,59.29124252,67.10241783,71.66212081,72.35873914,78.72932908,79.35070979,84.50927998,80.42558181,82.53057803,96.00682806,95.03082454,88.64218809,88.24434086,87.14866578,79.92722305,75.7259019,78.52740295,91.04882848,99.30164323,100.7912211,103.1442605,115.0885573,127.163614,117.1921631,113.1073596,115.7408436,109.6752053,113.6362027,112.5824498,100,103.7154962,109.2649095,118.5663985,122.5997804,131.7276203,152.4611764,143.2043246
Mozambique,144,GDP Deflator,22024,"Value US$, 2015 prices",6179,196.1844538,203.2050819,216.9107366,244.1581771,240.287083,243.7069342,210.1266349,213.0723276,220.2842516,224.6902147,212.2066851,201.8881876,220.3624278,235.916828,259.6698298,377.5232697,450.8076118,152.6445741,124.4040073,126.2310663,137.1982452,121.0948087,93.724822,87.61695754,84.26336205,85.4467284,102.1930007,110.6728606,113.9939625,115.869165,108.3868036,92.29009022,88.79993305,92.25227147,103.4909165,108.6261358,106.3853981,112.4608048,125.9030547,112.3689046,98.33700993,118.5614082,125.6740179,121.9726098,118.5331213,100,72.07903052,76.94199613,83.53137531,84.63686535,78.79969296,85.81886708,94.35026106
Myanmar,28,GDP Deflator,22024,"Value US$, 2015 prices",6179,63.92506506,65.17197996,64.53986237,80.69562026,95.64269177,82.67360004,83.62983783,80.80165562,87.07844256,93.0965844,96.51850741,90.88146755,87.44830222,86.6079667,84.70661108,86.3536676,76.35551218,78.24363893,81.00362184,84.17924585,87.3303526,90.28365689,92.34114047,94.52993908,96.54855381,98.57308114,100.3779226,102.1088417,59.66255913,54.02226402,58.65710103,59.5997333,65.73301095,50.78293192,49.95067975,51.69302669,53.64099622,60.04827162,73.957849,85.90531578,99.8816879,127.5461983,126.0580257,118.2789433,116.8267172,100,99.20736426,94.95989985,96.00793167,93.8922864,105.1892911,95.88072761,97.78147502
